19시 10분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 24초    6   18.81    0.00   10.89   25.74    0.00    2.97    0.00    0.00    0.00   41.58
19시 13분 24초    7   12.50    0.00    7.29   30.21    0.00    2.08    0.00    0.00    0.00   47.92
19시 13분 24초    8   44.00    0.00    6.00   20.00    0.00    2.00    0.00    0.00    0.00   28.00
19시 13분 24초    9   19.79    0.00    8.33   18.75    0.00    3.12    0.00    0.00    0.00   50.00
19시 13분 24초   10   22.92    0.00    6.25   17.71    0.00    1.04    0.00    0.00    0.00   52.08
19시 13분 24초   11   30.69    0.00    4.95   17.82    0.00    0.99    0.00    0.00    0.00   45.54

19시 13분 24초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 25초  all   28.12    0.00    6.79   19.00    0.00    2.92    0.00    0.00    0.00   43.16
19시 13분 25초    0   13.54    0.00    8.33   21.88    0.00    4.17    0.00    0.00    0.00   52.08
19시 13분 25초    1   85.00    0.00    6.00    2.00    0.00    0.00    0.00    0.00    0.00    7.00
19시 13분 25초    2   16.49    0.00    6.19   23.71    0.00    2.06    0.00    0.00    0.00   51.55
19시 13분 25초    3   31.87    0.00    8.79   27.47    0.00    9.89    0.00    0.00    0.00   21.98
19시 13분 25초    4   27.37    0.00    6.32   18.95    0.00    2.11    0.00    0.00    0.00   45.26
19시 13분 25초    5   29.59    0.00    6.12   13.27    0.00    3.06    0.00    0.00    0.00   47.96
19시 13분 25초    6   17.89    0.00    5.26   25.26    0.00    2.11    0.00    0.00    0.00   49.47
19시 13분 25초    7   13.73    0.00    5.88   16.67    0.00    0.98    0.00    0.00    0.00   62.75
19시 13분 25초    8   22.77    0.00    6.93   27.72    0.00    1.98    0.00    0.00    0.00   40.59
19시 13분 25초    9   26.80    0.00    8.25   17.53    0.00    2.06    0.00    0.00    0.00   45.36
19시 13분 25초   10   24.74    0.00    7.22   16.49    0.00    4.12    0.00    0.00    0.00   47.42
19시 13분 25초   11   26.60    0.00    6.38   18.09    0.00    3.19    0.00    0.00    0.00   45.74

19시 13분 25초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 26초  all   26.84    0.00    7.10   18.35    0.00    3.03    0.00    0.00    0.00   44.68
19시 13분 26초    0   14.43    0.00    4.12   18.56    0.00    2.06    0.00    0.00    0.00   60.82
19시 13분 26초    1   20.00    0.00    6.00   18.00    0.00    3.00    0.00    0.00    0.00   53.00
19시 13분 26초    2   15.79    0.00    6.32   22.11    0.00    2.11    0.00    0.00    0.00   53.68
19시 13분 26초    3   45.92    0.00    9.18   17.35    0.00    9.18    0.00    0.00    0.00   18.37
19시 13분 26초    4   25.00    0.00    8.70   19.57    0.00    2.17    0.00    0.00    0.00   44.57
19시 13분 26초    5   27.45    0.00    9.80   17.65    0.00    3.92    0.00    0.00    0.00   41.18
19시 13분 26초    6   70.00    0.00    4.00    7.00    0.00    1.00    0.00    0.00    0.00   18.00
19시 13분 26초    7   14.58    0.00    5.21   20.83    0.00    3.12    0.00    0.00    0.00   56.25
19시 13분 26초    8   14.89    0.00    5.32   21.28    0.00    2.13    0.00    0.00    0.00   56.38
19시 13분 26초    9   21.51    0.00    6.45   20.43    0.00    3.23    0.00    0.00    0.00   48.39
19시 13분 26초   10   25.00    0.00    9.78   20.65    0.00    2.17    0.00    0.00    0.00   42.39
19시 13분 26초   11   25.00    0.00   10.42   17.71    0.00    2.08    0.00    0.00    0.00   44.79

19시 13분 26초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 27초  all   26.68    0.00    7.59   20.20    0.00    2.81    0.00    0.00    0.00   42.71
19시 13분 27초    0   15.46    0.00    3.09   26.80    0.00    4.12    0.00    0.00    0.00   50.52
19시 13분 27초    1   17.53    0.00    6.19   21.65    0.00    1.03    0.00    0.00    0.00   53.61
19시 13분 27초    2   51.02    0.00    2.04   15.31    0.00    1.02    0.00    0.00    0.00   30.61
19시 13분 27초    3   22.34    0.00   14.89   28.72    0.00    8.51    0.00    0.00    0.00   25.53
19시 13분 27초    4   27.84    0.00    7.22   20.62    0.00    2.06    0.00    0.00    0.00   42.27
19시 13분 27초    5   25.24    0.00   10.68   20.39    0.00    3.88    0.00    0.00    0.00   39.81
19시 13분 27초    6   18.56    0.00    8.25   20.62    0.00    1.03    0.00    0.00    0.00   51.55
19시 13분 27초    7   41.24    0.00    5.15   20.62    0.00    0.00    0.00    0.00    0.00   32.99
19시 13분 27초    8   31.58    0.00    3.16   16.84    0.00    2.11    0.00    0.00    0.00   46.32
19시 13분 27초    9   26.26    0.00    9.09   16.16    0.00    2.02    0.00    0.00    0.00   46.46
19시 13분 27초   10   22.00    0.00   10.00   18.00    0.00    4.00    0.00    0.00    0.00   46.00
19시 13분 27초   11   21.21    0.00   11.11   17.17    0.00    4.04    0.00    0.00    0.00   46.46

19시 13분 27초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 28초  all   29.98    0.00    7.56   18.77    0.00    2.66    0.00    0.00    0.00   41.03
19시 13분 28초    0   64.65    0.00    7.07    7.07    0.00    0.00    0.00    0.00    0.00   21.21
19시 13분 28초    1   19.79    0.00    6.25   23.96    0.00    2.08    0.00    0.00    0.00   47.92
19시 13분 28초    2   20.00    0.00    5.00   27.00    0.00    3.00    0.00    0.00    0.00   45.00
19시 13분 28초    3   27.84    0.00   10.31   28.87    0.00    9.28    0.00    0.00    0.00   23.71
19시 13분 28초    4   29.52    0.00    8.57   15.24    0.00    1.90    0.00    0.00    0.00   44.76
19시 13분 28초    5   25.51    0.00    9.18   15.31    0.00    3.06    0.00    0.00    0.00   46.94
19시 13분 28초    6   21.57    0.00    5.88   26.47    0.00    1.96    0.00    0.00    0.00   44.12
19시 13분 28초    7   25.71    0.00    5.71   22.86    0.00    3.81    0.00    0.00    0.00   41.90
19시 13분 28초    8   50.00    0.00    4.90   16.67    0.00    0.98    0.00    0.00    0.00   27.45
19시 13분 28초    9   24.00    0.00   11.00   14.00    0.00    2.00    0.00    0.00    0.00   49.00
19시 13분 28초   10   25.77    0.00    7.22   14.43    0.00    2.06    0.00    0.00    0.00   50.52
19시 13분 28초   11   25.24    0.00    9.71   13.59    0.00    1.94    0.00    0.00    0.00   49.51

19시 13분 28초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 29초  all   26.46    0.00    7.44   18.68    0.00    2.45    0.00    0.00    0.00   44.97
19시 13분 29초    0   94.00    0.00    3.00    1.00    0.00    0.00    0.00    0.00    0.00    2.00
19시 13분 29초    1   17.17    0.00    6.06   22.22    0.00    4.04    0.00    0.00    0.00   50.51
19시 13분 29초    2   22.22    0.00    7.07   25.25    0.00    2.02    0.00    0.00    0.00   43.43
19시 13분 29초    3   21.88    0.00   14.58   30.21    0.00    6.25    0.00    0.00    0.00   27.08
19시 13분 29초    4   25.25    0.00    8.08   16.16    0.00    1.01    0.00    0.00    0.00   49.49
19시 13분 29초    5   22.00    0.00   11.00   16.00    0.00    2.00    0.00    0.00    0.00   49.00
19시 13분 29초    6   12.00    0.00    6.00   24.00    0.00    2.00    0.00    0.00    0.00   56.00
19시 13분 29초    7   15.31    0.00    5.10   20.41    0.00    3.06    0.00    0.00    0.00   56.12
19시 13분 29초    8   15.31    0.00    7.14   21.43    0.00    2.04    0.00    0.00    0.00   54.08
19시 13분 29초    9   21.43    0.00    7.14   15.31    0.00    3.06    0.00    0.00    0.00   53.06
19시 13분 29초   10   24.49    0.00    7.14   17.35    0.00    2.04    0.00    0.00    0.00   48.98
19시 13분 29초   11   25.51    0.00    7.14   15.31    0.00    2.04    0.00    0.00    0.00   50.00

19시 13분 29초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 30초  all   28.79    0.00    7.28   20.32    0.00    3.13    0.00    0.00    0.00   40.47
19시 13분 30초    0   19.80    0.00    6.93   27.72    0.00    4.95    0.00    0.00    0.00   40.59
19시 13분 30초    1   20.59    0.00    5.88   25.49    0.00    2.94    0.00    0.00    0.00   45.10
19시 13분 30초    2   96.04    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 30초    3   26.32    0.00    8.42   30.53    0.00   11.58    0.00    0.00    0.00   23.16
19시 13분 30초    4   24.00    0.00   13.00   16.00    0.00    3.00    0.00    0.00    0.00   44.00
19시 13분 30초    5   27.66    0.00    5.32   20.21    0.00    1.06    0.00    0.00    0.00   45.74
19시 13분 30초    6   19.79    0.00    8.33   26.04    0.00    1.04    0.00    0.00    0.00   44.79
19시 13분 30초    7   23.00    0.00    5.00   23.00    0.00    3.00    0.00    0.00    0.00   46.00
19시 13분 30초    8   12.50    0.00    4.17   25.00    0.00    1.04    0.00    0.00    0.00   57.29
19시 13분 30초    9   23.47    0.00   11.22   17.35    0.00    3.06    0.00    0.00    0.00   44.90
19시 13분 30초   10   24.00    0.00    8.00   14.00    0.00    4.00    0.00    0.00    0.00   50.00
19시 13분 30초   11   26.53    0.00    7.14   19.39    0.00    2.04    0.00    0.00    0.00   44.90

19시 13분 30초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 31초  all   27.51    0.00    7.67   19.42    0.00    3.24    0.00    0.00    0.00   42.16
19시 13분 31초    0   16.49    0.00    6.19   23.71    0.00    2.06    0.00    0.00    0.00   51.55
19시 13분 31초    1   19.00    0.00    6.00   21.00    0.00    2.00    0.00    0.00    0.00   52.00
19시 13분 31초    2   58.59    0.00    5.05   13.13    0.00    2.02    0.00    0.00    0.00   21.21
19시 13분 31초    3   47.96    0.00   14.29   12.24    0.00   12.24    0.00    0.00    0.00   13.27
19시 13분 31초    4   28.28    0.00   11.11   21.21    0.00    2.02    0.00    0.00    0.00   37.37
19시 13분 31초    5   23.16    0.00   11.58   20.00    0.00    3.16    0.00    0.00    0.00   42.11
19시 13분 31초    6   13.68    0.00    4.21   22.11    0.00    3.16    0.00    0.00    0.00   56.84
19시 13분 31초    7   23.76    0.00    5.94   25.74    0.00    0.99    0.00    0.00    0.00   43.56
19시 13분 31초    8    9.57    0.00    3.19   22.34    0.00    1.06    0.00    0.00    0.00   63.83
19시 13분 31초    9   29.59    0.00    7.14   17.35    0.00    2.04    0.00    0.00    0.00   43.88
19시 13분 31초   10   31.00    0.00    8.00   18.00    0.00    4.00    0.00    0.00    0.00   39.00
19시 13분 31초   11   27.55    0.00    9.18   16.33    0.00    4.08    0.00    0.00    0.00   42.86

19시 13분 31초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 32초  all   27.93    0.00    6.88   19.78    0.00    2.80    0.00    0.00    0.00   42.61
19시 13분 32초    0   17.53    0.00    3.09   20.62    0.00    3.09    0.00    0.00    0.00   55.67
19시 13분 32초    1   17.00    0.00    7.00   20.00    0.00    2.00    0.00    0.00    0.00   54.00
19시 13분 32초    2   15.62    0.00    7.29   22.92    0.00    2.08    0.00    0.00    0.00   52.08
19시 13분 32초    3   42.42    0.00    7.07   22.22    0.00   13.13    0.00    0.00    0.00   15.15
19시 13분 32초    4   31.63    0.00    6.12   19.39    0.00    2.04    0.00    0.00    0.00   40.82
19시 13분 32초    5   78.00    0.00    7.00    4.00    0.00    1.00    0.00    0.00    0.00   10.00
19시 13분 32초    6   19.59    0.00    7.22   22.68    0.00    1.03    0.00    0.00    0.00   49.48
19시 13분 32초    7   15.46    0.00    6.19   23.71    0.00    1.03    0.00    0.00    0.00   53.61
19시 13분 32초    8   15.31    0.00    7.14   22.45    0.00    2.04    0.00    0.00    0.00   53.06
19시 13분 32초    9   24.21    0.00    6.32   21.05    0.00    2.11    0.00    0.00    0.00   46.32
19시 13분 32초   10   31.37    0.00    8.82   19.61    0.00    1.96    0.00    0.00    0.00   38.24
19시 13분 32초   11   25.25    0.00    9.09   19.19    0.00    2.02    0.00    0.00    0.00   44.44

19시 13분 32초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 33초  all   28.11    0.00    5.84   21.08    0.00    3.05    0.00    0.00    0.00   41.91
19시 13분 33초    0   28.28    0.00    3.03   25.25    0.00    3.03    0.00    0.00    0.00   40.40
19시 13분 33초    1   18.00    0.00    5.00   24.00    0.00    3.00    0.00    0.00    0.00   50.00
19시 13분 33초    2   16.49    0.00    6.19   26.80    0.00    3.09    0.00    0.00    0.00   47.42
19시 13분 33초    3   29.79    0.00    8.51   28.72    0.00    8.51    0.00    0.00    0.00   24.47
19시 13분 33초    4   30.69    0.00    7.92   17.82    0.00    3.96    0.00    0.00    0.00   39.60
19시 13분 33초    5   82.00    0.00    4.00    2.00    0.00    1.00    0.00    0.00    0.00   11.00
19시 13분 33초    6   19.79    0.00    4.17   26.04    0.00    2.08    0.00    0.00    0.00   47.92
19시 13분 33초    7   20.41    0.00    4.08   22.45    0.00    1.02    0.00    0.00    0.00   52.04
19시 13분 33초    8   19.19    0.00    5.05   23.23    0.00    2.02    0.00    0.00    0.00   50.51
19시 13분 33초    9   25.49    0.00    7.84   17.65    0.00    3.92    0.00    0.00    0.00   45.10
19시 13분 33초   10   25.51    0.00    8.16   18.37    0.00    3.06    0.00    0.00    0.00   44.90
19시 13분 33초   11   20.62    0.00    6.19   21.65    0.00    2.06    0.00    0.00    0.00   49.48

19시 13분 33초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 34초  all   28.28    0.00    6.90   19.11    0.00    3.03    0.00    0.00    0.00   42.68
19시 13분 34초    0   95.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 34초    1   20.00    0.00    6.00   26.00    0.00    5.00    0.00    0.00    0.00   43.00
19시 13분 34초    2   15.96    0.00    6.38   24.47    0.00    2.13    0.00    0.00    0.00   51.06
19시 13분 34초    3   23.00    0.00   12.00   29.00    0.00   12.00    0.00    0.00    0.00   24.00
19시 13분 34초    4   27.27    0.00    4.04   15.15    0.00    4.04    0.00    0.00    0.00   49.49
19시 13분 34초    5   27.88    0.00    8.65   15.38    0.00    2.88    0.00    0.00    0.00   45.19
19시 13분 34초    6   15.00    0.00    6.00   23.00    0.00    1.00    0.00    0.00    0.00   55.00
19시 13분 34초    7   19.19    0.00    7.07   22.22    0.00    3.03    0.00    0.00    0.00   48.48
19시 13분 34초    8   21.43    0.00    4.08   25.51    0.00    1.02    0.00    0.00    0.00   47.96
19시 13분 34초    9   24.21    0.00    7.37   16.84    0.00    1.05    0.00    0.00    0.00   50.53
19시 13분 34초   10   25.00    0.00    6.00   17.00    0.00    3.00    0.00    0.00    0.00   49.00
19시 13분 34초   11   24.24    0.00   10.10   15.15    0.00    1.01    0.00    0.00    0.00   49.49

19시 13분 34초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 35초  all   28.58    0.00    6.79   18.24    0.00    2.46    0.00    0.00    0.00   43.94
19시 13분 35초    0   63.27    0.00    6.12    8.16    0.00    2.04    0.00    0.00    0.00   20.41
19시 13분 35초    1   20.20    0.00    5.05   26.26    0.00    3.03    0.00    0.00    0.00   45.45
19시 13분 35초    2   50.51    0.00    6.06   11.11    0.00    1.01    0.00    0.00    0.00   31.31
19시 13분 35초    3   26.53    0.00   11.22   27.55    0.00    8.16    0.00    0.00    0.00   26.53
19시 13분 35초    4   30.39    0.00    5.88   15.69    0.00    1.96    0.00    0.00    0.00   46.08
19시 13분 35초    5   21.88    0.00    9.38   16.67    0.00    2.08    0.00    0.00    0.00   50.00
19시 13분 35초    6   13.54    0.00    5.21   22.92    0.00    2.08    0.00    0.00    0.00   56.25
19시 13분 35초    7   23.76    0.00    5.94   21.78    0.00    1.98    0.00    0.00    0.00   46.53
19시 13분 35초    8   17.17    0.00    8.08   24.24    0.00    1.01    0.00    0.00    0.00   49.49
19시 13분 35초    9   22.92    0.00    6.25   16.67    0.00    3.12    0.00    0.00    0.00   51.04
19시 13분 35초   10   27.27    0.00    6.06   15.15    0.00    1.01    0.00    0.00    0.00   50.51
19시 13분 35초   11   25.00    0.00    6.25   12.50    0.00    2.08    0.00    0.00    0.00   54.17

19시 13분 35초  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
19시 13분 36초  all   28.33    0.00    6.53   18.66    0.00    2.80    0.00    0.00    0.00   43.68
19시 13분 36초    0   22.12    0.00    3.85   21.15    0.00    3.85    0.00    0.00    0.00   49.04
19시 13분 36초    1   18.18    0.00    6.06   22.22    0.00    3.03    0.00    0.00    0.00   50.51
19시 13분 36초    2   96.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
19시 13분 36초    3   21.98    0.00   10.99   30.77    0.00    8.79    0.00    0.00    0.00   27.47
